emp_no,first_name,last_name,title,from_date,to_date
419934,Ramachenga,Cronin,Engineer,1985-03-25,1992-03-25
420337,Abdulah,Ranum,Staff,1985-06-10,1992-06-10
420341,Dekang,Dalton,Staff,1985-07-30,1991-07-30
420390,Mostafa,Pillow,Staff,1985-11-15,1991-11-15
420446,Giordano,Emden,Staff,1985-11-19,1994-11-19
420637,Oddvar,Ligten,Assistant Engineer,1985-05-24,1994-05-24
420664,Ingemar,Dratva,Staff,1985-12-11,1991-12-11
420669,Alenka,Nollmann,Engineer,1985-08-17,1994-08-17
420684,Stein,Percebois,Staff,1985-04-17,1994-04-17
420742,Elvis,Schwartzburd,Engineer,1985-05-19,1994-05-19
420913,Poornachandra,Tibblin,Senior Engineer,1985-05-29,9999-01-01
420997,Maik,Gill,Technique Leader,1985-07-30,9999-01-01
421032,Aemilian,Trachtenberg,Staff,1985-04-11,1994-04-11
421089,Jouni,Peternell,Engineer,1985-11-03,1991-11-03
421205,Kensyu,Scallan,Engineer,1985-04-24,1992-04-24
421243,Renny,Neimat,Senior Staff,1985-11-27,9999-01-01
421326,Val,Covnot,Senior Engineer,1985-06-11,9999-01-01
421345,Salvador,Hartvigsen,Engineer,1985-06-05,1992-06-05
421358,KayLiang,Litecky,Assistant Engineer,1985-03-17,1992-03-17
421364,Huican,Ramalingam,Staff,1985-03-17,1992-03-17
421434,Abdulla,Haraldson,Engineer,1985-11-20,1992-03-29
421490,Zsolt,Heering,Technique Leader,1985-12-13,9999-01-01
421644,Manton,Jarecki,Engineer,1985-05-20,1988-08-10
421754,Pasqua,Matzen,Senior Staff,1985-04-01,9999-01-01
421839,Rosli,Bennet,Staff,1985-04-21,1992-04-21
421876,Tzu,Rijckaert,Staff,1985-04-03,1994-04-03
422017,Deborah,Eiron,Senior Engineer,1985-02-22,2001-04-18
422083,Fusako,Kowalchuk,Senior Staff,1985-02-20,9999-01-01
422133,Collette,Brattka,Staff,1985-03-12,1990-03-12
422238,Masoud,Kaltofen,Senior Engineer,1985-05-21,9999-01-01
422241,Roselyn,Ponthieu,Engineer,1985-11-24,1990-11-24
422246,Francesca,Kusakari,Staff,1985-05-04,1990-05-04
422304,Manton,Warwick,Assistant Engineer,1985-10-28,1993-10-28
422332,Naftali,Mawatari,Engineer,1985-09-14,1993-09-14
422349,Mani,Straney,Staff,1985-08-20,1990-08-20
422402,Shugo,Wiegley,Staff,1985-07-12,1992-07-12
422447,Falguni,Peres,Technique Leader,1985-04-06,9999-01-01
422505,Serif,Kushnir,Staff,1985-10-05,1990-10-05
422514,Dharmaraja,Mitzlaff,Senior Staff,1985-12-28,9999-01-01
422558,Aris,Negoita,Staff,1985-11-16,1990-11-16
422639,Pascal,Munawer,Staff,1985-03-02,1991-03-02
422698,Lobel,Maraist,Staff,1985-08-10,1990-08-10
422775,Moto,Emmart,Assistant Engineer,1985-05-24,1993-05-24
422800,Rimli,Lunt,Staff,1985-12-17,1990-12-17
422938,Shuho,Taneja,Senior Staff,1985-03-28,9999-01-01
422940,Arnd,Orlowski,Engineer,1985-10-05,1993-10-05
422960,Naftaly,Baezner,Engineer,1985-06-29,1993-06-29
423187,Eckart,Sidje,Staff,1985-12-25,1989-06-09
423275,Franziska,Jeansoulin,Engineer,1985-11-29,1990-11-29
423311,Chikako,Zeidenstein,Senior Engineer,1985-10-24,9999-01-01
423397,Masami,Ghelli,Engineer,1985-08-14,1992-08-14
423406,Yuuichi,Barbanera,Staff,1985-09-03,1990-09-03
423412,Kwok,Spelt,Engineer,1985-03-17,1993-03-17
423418,Guttorm,Brendel,Engineer,1985-03-06,1990-03-06
423479,Rosine,Hambrick,Senior Engineer,1985-09-05,9999-01-01
423533,Francesca,Rathonyi,Engineer,1985-04-19,1993-04-19
423534,Barna,Gulak,Staff,1985-11-03,1993-11-03
423605,Hiroyasu,Tanemo,Senior Staff,1985-12-20,9999-01-01
423738,Mantis,Weiland,Engineer,1985-12-08,1993-12-08
423985,Ottavia,Azevdeo,Technique Leader,1985-11-29,9999-01-01
424012,Cullen,Legleitner,Engineer,1985-09-01,1992-09-01
424043,Tetsurou,Gulik,Staff,1985-12-26,1993-12-26
424093,Chikako,Bolsens,Engineer,1985-08-25,1994-08-25
424309,Masoud,Chachaty,Engineer,1985-07-20,1994-07-20
424327,Chrisa,Unni,Senior Engineer,1985-12-13,9999-01-01
424391,Marc,Skogmar,Staff,1985-10-22,1994-10-22
424393,Hironobu,Rosti,Engineer,1985-12-23,1990-12-23
424433,Debaprosad,Monkewich,Engineer,1985-02-12,1990-02-12
424541,Mooi,Kawashimo,Staff,1985-10-20,1992-08-17
424558,Vojin,Casley,Engineer,1985-09-11,1990-09-11
424570,Gil,Klyachko,Staff,1985-05-14,1990-05-14
424700,Dietrich,Kossowski,Engineer,1985-11-19,1991-11-19
424719,Feixiong,Curless,Engineer,1985-02-03,1992-02-04
424824,Heng,Plump,Staff,1985-12-14,1986-02-15
424826,Gadiel,Wursthorn,Senior Engineer,1985-10-15,1999-01-24
424937,Teunis,Buchter,Engineer,1985-05-28,1992-05-28
424995,Jouni,Bale,Staff,1985-11-27,1994-11-27
424997,Heekeun,Anger,Engineer,1985-06-20,1990-06-20
425015,Bikash,Cannata,Staff,1985-07-20,1990-07-20
425033,Ekawit,Waleschkowski,Staff,1985-08-17,1991-08-17
425151,Gian,Schiper,Staff,1985-02-17,1994-02-17
425169,Bernice,Vernadat,Engineer,1985-05-28,1986-07-26
425181,Roselyn,Foote,Senior Engineer,1985-11-04,9999-01-01
425182,Urs,Shigei,Engineer,1985-08-30,1994-08-30
425221,Honglan,Riesenhuber,Staff,1985-09-02,1994-09-02
425262,Thanasis,Rahier,Staff,1985-04-14,1990-04-14
425328,Theron,Salvesen,Staff,1985-07-13,1993-07-13
425337,Taiji,Kusakabe,Staff,1985-06-06,1991-06-06
425345,Michaela,Georgatos,Staff,1985-04-09,1991-04-09
425477,Florina,Serdy,Staff,1985-03-24,1993-03-24
425482,Jongsuk,Cunliffe,Staff,1985-03-02,1992-03-02
425589,Boriana,Heiserman,Technique Leader,1985-06-18,9999-01-01
425608,Krisda,Ratnakar,Staff,1985-10-25,1994-10-25
425817,Cedric,Berstel,Engineer,1985-03-03,1991-03-03
425821,Vidar,Narwekar,Senior Staff,1985-06-28,9999-01-01
425836,Alois,Schnabel,Engineer,1985-09-13,1993-09-13
425860,JoAnna,Bakhtari,Staff,1985-07-23,1991-07-23
425873,Visit,Conti,Staff,1985-11-28,1991-11-28
425882,Akemi,DasSarma,Staff,1985-04-25,1992-04-25
425996,Marla,Welham,Engineer,1985-12-09,1990-12-09
426048,Eran,Bultermann,Engineer,1985-06-06,1990-06-06
426058,Kristin,Sifakis,Staff,1985-12-09,1991-12-09
426119,Karsten,Herbst,Senior Staff,1985-02-18,9999-01-01
426128,Aron,Kermarrec,Engineer,1985-09-03,1989-01-01
426193,Huiqun,Rattan,Staff,1985-03-23,1994-03-23
426289,Ute,Maginnis,Assistant Engineer,1985-07-12,1994-07-12
426342,Uinam,Siepmann,Engineer,1985-03-13,1994-03-13
426425,Weidon,Sidou,Technique Leader,1985-02-05,1993-05-10
426466,Bikash,Andreotta,Senior Staff,1985-03-04,9999-01-01
426583,Alexius,Chimia,Staff,1985-05-21,1990-06-08
426592,Alois,Quaggetto,Staff,1985-09-09,1994-09-09
426684,Neven,Sridhar,Staff,1985-06-22,1990-06-22
426787,Gro,Katiyar,Engineer,1985-12-04,1990-12-04
426804,Berni,Merle,Engineer,1985-09-08,1992-09-08
426807,Maik,Pramanik,Engineer,1985-12-13,1994-12-13
426890,Tran,Karcich,Staff,1985-10-07,1991-10-07
426948,Stella,Waymire,Staff,1985-05-11,1991-05-11
427073,Wayne,Baby,Staff,1985-09-23,1990-09-23
427140,Jaideep,Jeong,Staff,1985-04-24,1994-04-24
427208,Lillian,McConalogue,Assistant Engineer,1985-07-10,1989-01-23
427212,Nitsan,Dulin,Staff,1985-09-24,1993-09-24
427220,Kankanahalli,Unno,Engineer,1985-05-18,1990-03-04
427224,Weiyi,Merli,Engineer,1985-08-10,1993-08-10
427263,Weiyi,Pramanik,Staff,1985-04-17,1994-04-17
427314,Valeska,Rando,Engineer,1985-06-11,1990-06-11
427368,Marc,Glinert,Senior Engineer,1985-11-10,9999-01-01
427427,Quingbo,Hanratty,Engineer,1985-07-29,1991-07-29
427449,Reuven,Hockney,Engineer,1985-04-09,1994-04-09
427488,Bingning,Norsworthy,Staff,1985-04-19,1994-04-19
427491,Yinlin,Candan,Technique Leader,1985-07-12,1998-09-23
427556,Turgut,Brlek,Engineer,1985-03-06,1994-03-06
427640,Jeanna,Chenoweth,Engineer,1985-11-10,1993-11-10
427650,Maya,Luck,Senior Engineer,1985-04-25,9999-01-01
427849,Mayuri,Rindone,Senior Staff,1985-06-22,9999-01-01
427874,Zhiwei,Eiron,Staff,1985-07-09,1993-07-09
427902,Tamiya,Rosen,Staff,1985-04-25,1991-04-25
427918,Billie,Llado,Assistant Engineer,1985-10-13,1990-10-13
427988,Martial,Barvinok,Staff,1985-12-20,1991-12-20
428004,Weiye,Prenel,Staff,1985-06-10,1991-06-10
428062,Shirish,Byoun,Staff,1985-11-03,1992-11-03
428108,Hinrich,Gniady,Engineer,1985-06-28,1991-06-28
428140,Shir,Hennings,Staff,1985-03-16,1986-06-24
428213,Nahid,Rahimi,Engineer,1985-02-24,1993-10-14
428237,Itzchak,Passafiume,Engineer,1985-03-03,1991-03-03
428267,Saeko,Rubsam,Staff,1985-07-07,1991-07-07
428465,Goetz,Journel,Engineer,1985-04-20,1990-04-20
428620,Yinghua,Demian,Assistant Engineer,1985-07-19,1990-07-19
428675,Mountaz,Erol,Senior Staff,1985-09-15,9999-01-01
428809,Gererd,Leijenhorst,Staff,1985-04-17,1992-04-17
428821,Gennady,Kropatsch,Staff,1985-02-15,1993-02-15
428914,Maha,Bernini,Engineer,1985-09-28,1991-09-28
428915,Nikolaus,Granlund,Engineer,1985-10-02,1990-10-02
428930,Herb,Pelc,Staff,1985-11-07,1994-11-07
428959,DeForest,Prenel,Staff,1985-06-04,1994-06-04
429038,Beshir,Pauthner,Engineer,1985-08-30,1990-08-30
429144,Anyuan,Merks,Staff,1985-12-08,1991-12-08
429211,Abdelghani,Tchuente,Engineer,1985-11-20,1992-11-20
429213,Mingzeng,Matzat,Engineer,1985-11-17,1986-11-21
429298,Pranay,Hiyoshi,Engineer,1985-07-27,1993-07-27
429414,Zongyan,Mahmud,Staff,1985-11-16,1993-11-16
429444,Peternela,Garigliano,Engineer,1985-02-28,1992-02-29
429549,Eben,Selenyi,Senior Engineer,1985-08-29,9999-01-01
429628,Arunachalam,Perelgut,Engineer,1985-02-27,1990-02-27
429680,Adas,Weiland,Engineer,1985-09-16,1994-09-16
429695,Hyuncheol,Angelov,Staff,1985-09-21,1994-09-21
429785,Radhia,Iivonen,Engineer,1985-02-26,1994-02-26
429851,Dulce,Manders,Staff,1985-07-29,1992-07-29
429945,Tadahiro,Kornatzky,Senior Engineer,1985-11-05,9999-01-01
429961,Houman,Swiss,Senior Staff,1985-12-05,9999-01-01
429988,Jacopo,Riexinger,Senior Staff,1985-08-02,9999-01-01
429991,Rosine,Picco,Staff,1985-07-01,1991-07-01
430070,Barna,Rettelbach,Staff,1985-12-10,1990-12-10
430238,Mariusz,Vuskovic,Senior Engineer,1985-02-02,1996-01-03
430316,Otmar,Ellozy,Engineer,1985-11-08,1994-11-08
430498,Danel,Krybus,Engineer,1985-12-08,1990-12-08
430519,Vojin,Lanteri,Senior Engineer,1985-02-08,9999-01-01
430570,Adit,Papadias,Staff,1985-05-19,1994-05-19
430619,Poorav,Maierhofer,Staff,1985-02-14,1991-02-14
430633,Margareta,Peek,Senior Staff,1985-03-22,9999-01-01
430692,Arunachalam,Yemenis,Staff,1985-08-01,1991-08-01
430759,Fumiko,Buchter,Staff,1985-02-02,1990-02-02
430830,Aris,Fadgyas,Engineer,1985-12-07,1992-12-07
430859,Gritta,Bakhtari,Staff,1985-09-26,1990-09-26
430926,Horward,Kroll,Assistant Engineer,1985-10-03,1991-10-03
430977,Tse,Pavlopoulou,Engineer,1985-10-17,1988-03-14
431009,Tremaine,Lamba,Engineer,1985-05-22,1993-05-22
431033,Jahangir,Matzke,Engineer,1985-03-01,1986-11-11
431158,Chikako,Limongiello,Engineer,1985-12-02,1991-12-02
431281,Sukumar,Guerreiro,Staff,1985-07-20,1992-07-20
431333,Sven,Zambonelli,Engineer,1985-05-12,1990-05-12
431375,Surveyors,Atrawala,Senior Engineer,1985-12-19,9999-01-01
431486,Augustine,Restivo,Technique Leader,1985-05-14,9999-01-01
431556,Katsuyuki,Suermann,Assistant Engineer,1985-09-28,1991-09-28
431574,Juyoung,Furudate,Engineer,1985-09-17,1992-08-02
431690,Sudhanshu,Bhattacharjee,Engineer,1985-08-25,1991-08-25
431701,Maya,Baca,Technique Leader,1985-02-09,9999-01-01
431758,Huiqun,Suermann,Technique Leader,1985-10-28,9999-01-01
431896,Tokuyasu,Miara,Engineer,1985-02-18,1994-02-18
432068,Arif,Wegerle,Senior Engineer,1985-06-24,9999-01-01
432110,Vasiliy,Debuse,Senior Staff,1985-10-21,9999-01-01
432131,Goncalo,Boudaillier,Engineer,1985-11-09,1990-11-09
432267,Siddarth,Rosen,Staff,1985-11-28,1994-11-28
432356,Yakichi,Viele,Technique Leader,1985-03-02,9999-01-01
432364,Duro,Ramalingam,Engineer,1985-10-22,1986-06-22
432440,Nagui,Karlin,Engineer,1985-08-08,1994-08-08
432453,Mrinalini,Garnham,Staff,1985-09-17,1990-09-17
432483,Zhanqiu,Taneja,Staff,1985-07-26,1994-07-26
432588,Matk,Krichel,Senior Staff,1985-08-04,9999-01-01
432594,Shem,Cronin,Staff,1985-10-14,1994-10-14
432756,Wonhee,Claffy,Engineer,1985-06-23,1994-06-23
432763,Ramalingam,Lanzelotte,Staff,1985-04-20,1991-04-20
432789,Leucio,Slaats,Senior Staff,1985-05-10,9999-01-01
432828,Chikako,Malabarba,Staff,1985-02-02,1991-02-02
432915,Guangming,Staudhammer,Assistant Engineer,1985-03-20,1991-03-20
432918,Nechama,Ferretti,Staff,1985-02-09,1992-02-10
432957,Fabrizio,Quadeer,Assistant Engineer,1985-10-06,1991-10-06
432976,Duke,Demizu,Staff,1985-07-27,1990-07-27
433036,Anestis,Yeung,Senior Engineer,1985-08-23,9999-01-01
433044,Neven,Setiz,Staff,1985-09-04,1991-09-04
433094,Xinglin,Matzke,Senior Engineer,1985-10-19,9999-01-01
433105,Leif,Cmelik,Senior Staff,1985-03-14,9999-01-01
433180,Yuichiro,Panwar,Engineer,1985-04-20,1991-04-20
433185,Idoia,Bojadziev,Staff,1985-09-02,1992-09-02
433208,Hidefumi,Erev,Engineer,1985-07-21,1993-07-21
433343,Radhika,Cmelik,Staff,1985-03-27,1992-03-27
433360,Chanjung,Setlzner,Engineer,1985-11-21,1991-11-21
433372,Rasiah,Yemenis,Staff,1985-05-24,1990-05-24
433440,Younwoo,Straney,Staff,1985-04-07,1994-04-07
433474,Vidar,Encarnacion,Engineer,1985-08-04,1991-12-14
433498,Satoru,Kobara,Staff,1985-08-15,1992-03-17
433503,Satosi,Spataro,Engineer,1985-09-02,1992-09-02
433537,Roselyn,Picel,Technique Leader,1985-06-20,9999-01-01
433647,Shmuel,Pramanik,Staff,1985-03-18,1990-03-18
433670,Mohamadou,Bresenham,Staff,1985-11-21,1994-11-21
433699,Serif,Sifakis,Staff,1985-03-22,1993-03-22
433710,Gou,Baezner,Engineer,1985-03-06,1994-03-06
433848,Arun,Hanratty,Assistant Engineer,1985-02-17,1992-02-18
433880,Arumugam,Peek,Assistant Engineer,1985-03-22,1991-03-22
433888,Armond,Sommen,Engineer,1985-11-20,1990-11-20
433928,Shiv,Szmurlo,Staff,1985-10-05,1992-10-05
433962,Mani,Waleschkowski,Engineer,1985-12-30,1994-12-30
434019,Kristen,Swiler,Senior Engineer,1985-11-27,9999-01-01
434065,Lucian,Dengi,Engineer,1985-11-17,1987-10-14
434113,Miyeon,Walston,Senior Staff,1985-02-25,9999-01-01
434142,Kenton,Lalonde,Senior Staff,1985-12-10,1988-07-31
434143,Barna,Zhiwei,Technique Leader,1985-04-09,9999-01-01
434178,Lillian,Makinen,Technique Leader,1985-05-05,9999-01-01
434198,Hatem,Hiroyama,Senior Engineer,1985-09-06,1995-03-12
434200,Georg,Beutelspacher,Senior Engineer,1985-05-18,9999-01-01
434236,Rosalie,Vilarrasa,Engineer,1985-07-12,1991-07-12
434272,Woody,Roccetti,Senior Engineer,1985-06-14,9999-01-01
434377,Katsuo,Pollacia,Engineer,1985-09-20,1991-09-20
434431,Berto,Hiroyama,Staff,1985-06-07,1994-06-07
434456,Maha,Picci,Staff,1985-09-10,1994-09-10
434491,Rosli,Farrar,Senior Engineer,1985-05-13,1989-12-29
434508,Kendra,Birjandi,Senior Staff,1985-08-13,9999-01-01
434602,Maja,Angel,Engineer,1985-05-06,1993-05-06
434620,Mizuhito,Yetim,Staff,1985-08-25,1990-08-25
434655,Zeydy,Wroclawski,Senior Engineer,1985-05-03,1996-12-09
434742,Siamak,Levergood,Technique Leader,1985-09-14,9999-01-01
434895,Dipankar,Backhouse,Staff,1985-02-19,1990-02-19
434923,Heather,Riefers,Senior Staff,1985-10-17,9999-01-01
434997,Ranan,Taubman,Senior Engineer,1985-06-07,9999-01-01
435006,Panayotis,Thisen,Assistant Engineer,1985-06-24,1993-06-24
435040,Shaowen,Otillio,Staff,1985-11-13,1991-11-13
435047,Danco,Hiyoshi,Engineer,1985-05-25,1990-05-25
435312,Hatsukazu,Kisuki,Engineer,1985-03-13,1990-03-13
435326,Subir,Bonifati,Staff,1985-09-07,1991-09-07
435345,Karoline,Murtafg,Engineer,1985-03-02,1992-03-02
435467,Duke,Lodder,Staff,1985-11-09,1993-11-09
435611,Fabrizio,Shokrollahi,Engineer,1985-08-28,1991-08-28
435667,Kendra,Dusink,Staff,1985-02-09,1987-04-09
435697,Miquel,McDermid,Engineer,1985-03-23,1992-03-23
435783,Guozhong,Ghazalie,Engineer,1985-12-04,1992-12-04
435842,Nigel,Wroclawski,Staff,1985-12-26,1992-12-26
435916,Cullen,Murtha,Engineer,1985-03-02,1991-03-02
436031,Jaques,Schmezko,Engineer,1985-11-25,1990-11-25
436055,Adam,Hofting,Technique Leader,1985-09-01,1995-11-11
436069,Xumin,Spieker,Engineer,1985-10-30,1992-10-30
436077,Mabo,Macedo,Staff,1985-02-11,1991-02-11
436144,Mark,Morrow,Engineer,1985-07-20,1992-07-20
436231,Pohua,Rusmann,Engineer,1985-05-31,1989-02-13
436302,Ymte,Schurmann,Staff,1985-03-17,1991-03-17
436307,Parke,Sambasivam,Senior Engineer,1985-11-18,9999-01-01
436417,Dinah,Pepe,Engineer,1985-07-16,1993-07-16
436419,Randi,Schapiro,Staff,1985-07-01,1993-07-01
436433,Ibibia,Morrow,Engineer,1985-12-17,1993-12-17
436585,Adib,Pargas,Staff,1985-03-12,1994-03-12
436587,Valeri,Compeau,Staff,1985-02-07,1990-02-07
436694,Katsuo,Rothe,Assistant Engineer,1985-05-22,1990-05-22
436709,Hongzue,Danlos,Engineer,1985-06-24,1988-12-29
436991,Nikolaos,Ratnakar,Engineer,1985-08-17,1994-08-17
437039,Kaijung,Godskesen,Staff,1985-11-20,1990-11-20
437045,Bojan,Yamaashi,Engineer,1985-05-30,1992-05-30
437094,Zhenbing,Muniz,Engineer,1985-05-14,1993-05-14
437101,Ramachenga,Birrer,Senior Staff,1985-12-01,9999-01-01
437129,Shuho,Suessmith,Engineer,1985-06-23,1990-06-23
437166,Gennady,Ariola,Assistant Engineer,1985-02-23,1992-02-24
437182,Shigeaki,Vecchio,Staff,1985-03-29,1990-03-29
437184,Jeane,Kabayashi,Staff,1985-06-27,1993-06-27
437230,Theirry,Erie,Staff,1985-03-26,1994-03-26
437238,Berthier,Hartvigsen,Engineer,1985-05-29,1990-05-29
437295,Shao,Solovay,Senior Staff,1985-02-27,9999-01-01
437298,Van,Msuda,Staff,1985-12-01,1990-12-01
437502,Naftali,Schreiter,Engineer,1985-04-23,1991-04-23
437522,Denny,Stroustrup,Staff,1985-11-02,1990-11-02
437541,Kasidit,Bernardeschi,Staff,1985-08-02,1991-08-02
437603,Poornachandra,Lemarechal,Senior Staff,1985-03-27,9999-01-01
437637,Luigi,Schlumberger,Staff,1985-06-14,1990-06-14
437679,Boutros,Linares,Engineer,1985-07-29,1990-07-29
437830,Bezalel,Plotkin,Senior Staff,1985-02-20,9999-01-01
437895,Kristen,Kavanagh,Technique Leader,1985-09-04,9999-01-01
437940,Radhika,Axelband,Assistant Engineer,1985-10-28,1990-10-28
438105,Shen,Montemayor,Engineer,1985-05-04,1992-05-04
438171,Oguz,Engberts,Staff,1985-02-11,1992-02-12
438192,Keiichiro,Showalter,Staff,1985-08-23,1993-08-23
438197,Hideo,Stassinopoulos,Staff,1985-11-27,1992-02-08
438209,Lene,Feinberg,Staff,1985-09-30,1992-09-30
438262,Giao,Pauthner,Engineer,1985-12-19,1994-12-19
438298,Elrique,Asrin,Senior Engineer,1985-08-09,9999-01-01
438366,Yechezkel,Gubsky,Engineer,1985-11-07,1994-11-07
438385,Kazuhisa,Zhiwei,Staff,1985-04-27,1990-04-27
438397,Masanao,Schaap,Staff,1985-05-06,1994-05-06
438441,Kiyokazu,Mahmud,Engineer,1985-12-15,1992-12-15
438442,King,Sessa,Senior Engineer,1985-09-03,1996-05-25
438523,Tooru,Restivo,Staff,1985-08-31,1992-08-31
438551,Randy,Vingron,Staff,1985-09-30,1993-09-30
438570,Chikako,Androutsos,Engineer,1985-02-16,1991-02-16
438583,Tiina,Hambrick,Engineer,1985-07-13,1993-07-13
438584,Sangeeta,Pero,Senior Staff,1985-05-28,9999-01-01
438610,Soenke,Dulin,Staff,1985-09-25,1994-09-25
438676,Conal,Mikschl,Staff,1985-03-15,1992-03-15
438718,Shin,Deville,Staff,1985-03-26,1994-03-26
438737,Heping,Syrotiuk,Engineer,1985-07-23,1992-07-23
438787,Tomofumi,Wrigley,Engineer,1985-03-01,1993-03-01
438848,Vishv,Marchesini,Engineer,1985-12-17,1991-12-17
438871,Lein,Pettit,Senior Engineer,1985-11-26,9999-01-01
438876,Manton,Anguita,Engineer,1985-07-05,1994-07-05
439059,Kwangho,Lovengreen,Staff,1985-09-15,1994-09-15
439069,Sergi,Wendorf,Engineer,1985-07-07,1985-08-13
439168,Fatemeh,Penn,Staff,1985-11-04,1993-11-04
439195,Goncalo,Selenyi,Engineer,1985-09-04,1993-09-04
439216,Aimee,Mateescu,Engineer,1985-11-10,1990-11-10
439252,Fabrizio,Karnin,Engineer,1985-07-08,1991-07-08
439350,Kerhong,Koblitz,Engineer,1985-03-27,1993-03-27
439412,Baruch,Peyn,Staff,1985-10-13,1992-10-13
439704,Youssef,Jording,Assistant Engineer,1985-05-16,1992-05-16
440026,Zorica,Kavanagh,Staff,1985-05-22,1994-05-22
440083,Heeju,Szemeredi,Senior Staff,1985-03-28,9999-01-01
440097,Alselm,Junot,Senior Engineer,1985-06-11,9999-01-01
440218,Shigeo,Simmen,Staff,1985-06-02,1994-06-02
440323,Ravishankar,Radwan,Staff,1985-11-30,1992-11-30
440338,Neelam,Radwan,Staff,1985-07-28,1991-07-28
440365,Zhaofang,Gien,Engineer,1985-11-24,1994-11-24
440373,Xiaopeng,Constantine,Engineer,1985-09-28,1993-09-28
440383,Bezalel,Denny,Engineer,1985-11-16,1990-11-16
440456,Valter,Tchuente,Engineer,1985-09-24,1994-09-24
440507,Ramalingam,Yamaashi,Senior Engineer,1985-03-09,9999-01-01
440523,Sanjai,Kuszyk,Staff,1985-07-25,1991-07-25
440539,Nahum,Pettis,Engineer,1985-11-16,1990-11-16
440872,Vishwani,Nourani,Engineer,1985-03-05,1994-03-05
440904,Eran,Vickson,Staff,1985-04-13,1990-04-13
441030,Jovan,Trumbly,Senior Staff,1985-10-20,1996-11-05
441055,Ramzi,Danner,Engineer,1985-12-06,1986-09-09
441134,Insup,Bennet,Staff,1985-09-25,1992-09-25
441144,Muneo,Bolsens,Senior Engineer,1985-12-27,9999-01-01
441228,Kazuhiko,Winter,Senior Staff,1985-07-20,9999-01-01
441267,Zita,Hebden,Staff,1985-02-23,1991-02-23
441269,Arne,Hempstead,Staff,1985-09-13,1993-09-13
441333,Horward,Randi,Engineer,1985-06-09,1991-06-09
441388,Sham,Kroft,Staff,1985-11-10,1992-11-10
441394,Nimmagadda,Iivonen,Staff,1985-12-10,1991-12-10
441425,Niteen,Famili,Engineer,1985-09-19,1991-09-19
441459,Rosine,Schauser,Senior Engineer,1985-11-23,9999-01-01
441506,Kwun,Underwood,Assistant Engineer,1985-02-08,1994-02-08
441609,Martins,Swiss,Engineer,1985-04-11,1990-04-11
441925,Kinh,Kusakabe,Assistant Engineer,1985-12-12,1992-12-12
442083,Shridhar,Perly,Engineer,1985-06-24,1991-06-24
442093,Arvind,Weisert,Senior Engineer,1985-08-20,9999-01-01
442114,Ibibia,Mandell,Staff,1985-03-17,1994-03-17
442265,Christophe,Navazio,Staff,1985-02-09,1993-02-09
442341,Manton,Mawatari,Engineer,1985-08-09,1990-08-09
442372,Conal,Sundgren,Engineer,1985-03-12,1990-03-12
442405,Evgueni,Zielinski,Engineer,1985-12-06,1990-12-06
442430,Tse,Baak,Senior Engineer,1985-12-07,9999-01-01
442433,Jingling,Roohalamini,Staff,1985-12-18,1991-12-18
442599,Nathan,Thombley,Engineer,1985-04-19,1994-04-19
442659,Maja,Christianini,Senior Staff,1985-04-03,1993-12-04
442669,Bedrich,Ebeling,Engineer,1985-08-30,1994-08-30
442763,Weidon,Barriga,Senior Staff,1985-08-18,9999-01-01
442765,Mark,Yeung,Staff,1985-04-13,1991-04-13
442834,Inderjeet,Falco,Staff,1985-12-12,1992-12-12
442838,Subhash,Millington,Engineer,1985-11-05,1992-11-05
442866,Aram,Wilharm,Engineer,1985-12-12,1988-07-05
442882,Sven,Weiland,Engineer,1985-07-03,1994-07-03
442987,Sukumar,Sherertz,Engineer,1985-02-17,1991-02-17
442998,Karsten,Streit,Staff,1985-10-23,1991-10-23
443023,Edwin,Range,Staff,1985-04-05,1990-04-05
443061,Masanao,Wegerle,Senior Engineer,1985-03-23,1993-02-05
443071,Manibrata,Billawala,Senior Engineer,1985-09-15,1992-10-27
443093,Theirry,Beutelspacher,Staff,1985-05-31,1993-05-31
443097,Sudhanshu,Strandh,Senior Staff,1985-10-18,9999-01-01
443140,Feixiong,Pramanik,Senior Staff,1985-12-06,9999-01-01
443204,Lalit,Schapiro,Engineer,1985-02-25,1994-02-25
443208,Nakhoon,Nilsson,Senior Engineer,1985-11-13,9999-01-01
443233,Nahla,Heuter,Staff,1985-09-26,1993-09-26
443320,Kenton,Bugrara,Staff,1985-05-18,1994-05-18
443325,Rasiah,Stanger,Staff,1985-05-16,1992-05-16
443409,Elliott,Krybus,Assistant Engineer,1985-04-15,1994-04-15
443557,Ute,Androutsos,Staff,1985-12-10,1991-12-10
443571,Siddarth,Garrabrants,Staff,1985-07-17,1990-07-17
443666,Bluma,Cherinka,Engineer,1985-11-25,1993-11-25
443770,Berry,Waymire,Assistant Engineer,1985-05-25,1994-05-25
443794,Takahira,Kroll,Senior Staff,1985-08-28,1985-09-28
443829,Taiji,Baez,Engineer,1985-06-09,1991-06-09
443927,Geoffrey,Codenie,Senior Staff,1985-03-01,9999-01-01
444108,Ung,McClure,Staff,1985-06-20,1992-06-20
444151,Nahum,Avouris,Senior Staff,1985-08-03,9999-01-01
444152,Nahum,Nastansky,Engineer,1985-02-04,1993-02-04
444178,Guangming,Merks,Engineer,1985-06-03,1990-06-03
444274,Bokyung,Uludag,Staff,1985-05-06,1994-05-06
